ID	TCGA-AA-3660-11A-01R-1723-07	TCGA-AA-3522-11A-01R-A32Z-07	TCGA-AA-3511-11A-01R-1839-07	TCGA-A6-2680-11A-01R-A32Z-07	TCGA-AA-3712-11A-01R-1723-07	TCGA-AZ-6603-11A-02R-1839-07	TCGA-A6-2678-11A-01R-A32Z-07	TCGA-AZ-6599-11A-01R-1774-07	TCGA-AA-3655-11A-01R-1723-07	TCGA-A6-5665-11A-01R-1653-07	TCGA-AA-3527-11A-01R-A32Z-07	TCGA-A6-2686-11A-01R-A32Z-07	TCGA-AA-3496-11A-01R-1839-07	TCGA-AA-3514-11A-01R-A32Z-07	TCGA-A6-5659-11A-01R-1653-07	TCGA-AZ-6600-11A-01R-1774-07	TCGA-AA-3663-11A-01R-1723-07	TCGA-A6-2684-11A-01R-A32Z-07	TCGA-AA-3662-11A-01R-1723-07	TCGA-A6-2675-11A-01R-1723-07	TCGA-A6-2679-11A-01R-A32Z-07	TCGA-A6-5667-11A-01R-1723-07	TCGA-AA-3531-11A-01R-A32Z-07	TCGA-A6-2671-11A-01R-A32Z-07	TCGA-AA-3713-11A-01R-1723-07	TCGA-AA-3520-11A-01R-A32Z-07	TCGA-A6-2682-11A-01R-A32Z-07	TCGA-AZ-6601-11A-01R-1774-07	TCGA-AZ-6605-11A-01R-1839-07	TCGA-A6-5662-11A-01R-1653-07	TCGA-AZ-6598-11A-01R-1774-07	TCGA-AA-3525-11A-01R-A32Z-07	TCGA-AA-3489-11A-01R-1839-07	TCGA-AA-3517-11A-01R-A32Z-07	TCGA-AA-3518-11A-01R-1672-07	TCGA-AA-3697-11A-01R-1723-07	TCGA-AA-3534-11A-01R-A32Z-07	TCGA-A6-2685-11A-01R-A32Z-07	TCGA-A6-2683-11A-01R-A32Z-07	TCGA-CM-6169-01A-11R-1653-07	TCGA-AA-3697-01A-01R-1723-07	TCGA-A6-A56B-01A-31R-A28H-07	TCGA-A6-5659-01A-01R-1653-07	TCGA-AA-3930-01A-01R-1022-07	TCGA-DM-A1DA-01A-11R-A155-07	TCGA-CK-6747-01A-11R-1839-07	TCGA-AA-3851-01A-01R-1022-07	TCGA-D5-5538-01A-01R-1653-07	TCGA-AA-3858-01A-01R-0905-07	TCGA-AA-3833-01A-01R-0905-07	TCGA-AA-3812-01A-01R-0905-07	TCGA-AD-6548-01A-11R-1839-07	TCGA-AM-5820-01A-01R-1653-07	TCGA-CM-5344-01A-21R-1723-07	TCGA-AZ-6603-01A-11R-1839-07	TCGA-D5-6926-01A-11R-1928-07	TCGA-AZ-5407-01A-01R-1723-07	TCGA-AA-3870-01A-01R-1022-07	TCGA-A6-5666-01A-01R-1653-07	TCGA-AA-A01F-01A-01R-A002-07	TCGA-AA-A01S-01A-21R-A083-07	TCGA-AA-3713-01A-21R-1723-07	TCGA-CA-5797-01A-01R-1653-07	TCGA-NH-A5IV-01A-42R-A37K-07	TCGA-D5-6531-01A-11R-1723-07	TCGA-G4-6304-01A-11R-1928-07	TCGA-AA-3548-01A-01R-1873-07	TCGA-AY-4071-01A-01R-1113-07	TCGA-D5-6924-01A-11R-1928-07	TCGA-A6-2681-01A-01R-1410-07	TCGA-A6-2679-01A-02R-1410-07	TCGA-CM-5868-01A-01R-1653-07	TCGA-CM-6167-01A-11R-1653-07	TCGA-G4-6626-01A-11R-1774-07	TCGA-AA-3815-01A-01R-1022-07	TCGA-AA-3869-01A-01R-1022-07	TCGA-AA-3495-01A-01R-1410-07	TCGA-3L-AA1B-01A-11R-A37K-07
HPSE2	1.1017	1.8696	1.6063	1.7123	1.4076	1.1916	1.8685	1.853	0.8718	1.5731	1.2407	1.9976	0.8681	0.6717	1.6744	1.5461	1.6091	1.2493	1.4057	1.9546	1.3984	1.5352	0.7754	0.7417	1.3981	1.1129	1.0555	1.3316	1.0088	1.587	1.5354	0.9872	0.5976	1.6207	1.4823	0.6149	1.1695	0.7096	1.9292	0.1583	0.1839	0.1392	0.1447	0.171	0.0036	0.0978	0.0661	0.017	0.3649	0.2229	0.1631	0.0647	0.0202	0.0431	0.4107	0.0103	0.119	0.0869	0.023	0.0123	0.0708	0.2094	0.2008	0.0236	0.0377	0	0.2007	0.1595	0.1392	0.5021	0	0.0497	1.3501	0.0262	0.037	0.1002	0.0649	1.1505
MASP1	0.4674	0.281	0.248	0.8037	0.5669	8.9494	1.4069	0.344	3.8532	0.4477	1.5105	0.3535	5.3687	0.3792	0.3378	0.4147	3.9557	0.0839	3.2836	13.5191	0.2347	1.3897	0.8231	2.8952	0.986	0.2195	0.1582	4.0144	10.4842	6.6798	3.2598	0.0873	7.9507	0.1211	1.339	2.0841	0.1909	0.8099	0.2095	1.4236	0.1363	0.408	0.6337	0.0628	0.0061	0.0041	0.0297	0.0134	0.1229	0.1305	0.8184	0.4872	1.3592	0.0399	0.5363	0.3337	0.0267	0.3915	0.0058	0.0373	0.0205	0.0909	0.7111	0.008	0.1489	0.0136	0.038	0.0824	0.6262	0.6234	0	0.0447	16.3263	0.0407	0.0083	0.1823	0.0437	0.0823
KIT	2.8807	3.9968	7.0577	4.0942	6.4932	4.172	5.0261	5.8492	4.6203	3.0871	3.4772	4.5472	9.0141	3.6131	5.338	5.8594	7.9572	1.9236	6.226	4.3846	6.1387	3.8409	2.3916	2.3043	3.3333	4.6273	5.5019	3.0388	10.6827	8.7016	2.1818	4.6022	7.0211	3.8477	4.7929	5.4227	5.3268	3.2566	5.1316	2.729	1.8359	0.6527	0.8326	0.9389	0.1667	6.5115	6.3897	0.6674	0.9138	1.5293	0.389	0.7857	4.0887	0.5346	0.683	0.4509	1.0663	0.8113	0.3519	0.0781	4.5912	1.3018	1.8406	0.214	1.015	0.4018	1.5355	0.8283	2.2125	0.931	0.3861	2.0019	6.9404	0.4004	0.6658	3.5188	1.0926	4.537
LARGE1	3.3011	4.3997	3.2441	4.6923	3.9325	4.567	4.2928	3.1108	2.679	4.9962	4.4912	4.1375	4.8298	3.2795	3.5393	2.4634	3.9784	3.5532	2.5931	5.3109	3.6491	3.8203	4.5754	4.9143	1.8983	3.7116	4.0768	4.0449	7.1896	4.3465	2.9284	3.1342	2.2956	3.1903	4.1158	3.0405	3.5344	3.5597	4.4963	2.4583	1.7855	1.0577	1.9845	0.3124	1.0765	2.4202	1.3106	1.8616	1.2879	1.7279	2.0147	1.3563	2.0132	1.3416	2.2397	2.2235	1.5315	3.1643	0.9207	2.1294	0.8768	1.8907	1.4704	1.4597	1.6259	1.2667	1.166	1.96	2.5375	1.4829	0.7191	1.4387	2.8928	1.1831	2.87	1.4279	2.5004	1.5488
CEMIP	0.2604	0.693	0.6272	0.2381	0.3923	1.239	0.3298	0.7953	0.256	0.5074	0.3609	0.5255	0.3389	0.4	0.5365	1.0658	0.5761	0.2633	0.1885	0.6856	0.3655	0.3628	0.2814	0.3398	0.3497	0.4901	0.7023	0.6112	0.2623	0.3643	0.4812	0.8286	0.4656	0.6982	0.3843	2.0532	0.4961	0.2618	0.4619	23.6928	20.0374	14.9234	39.2282	16.9984	16.6362	38.8479	6.1401	23.3996	13.0909	21.8643	18.7806	24.5742	70.2275	3.1156	12.1938	24.0537	14.1327	21.5153	101.9271	18.3601	34.1361	8.8495	15.1743	7.5648	47.8136	35.5352	7.4094	3.7571	56.2225	9.6328	4.6099	6.9485	10.7357	17.1559	16.4659	39.6156	8.4875	101.4972
SLC8A1	0.2908	0.4512	0.4163	2.0272	0.5322	2.3804	0.6651	0.5272	0.8186	0.4604	1.0618	0.4926	3.0352	0.5634	0.8088	0.3876	2.1587	0.2195	0.5997	2.5381	0.5217	0.4691	0.3684	0.861	0.5163	0.3887	0.3797	1.4344	6.3448	2.9403	1.0722	0.4883	1.9566	0.2879	0.7361	0.7836	0.4395	0.5402	0.3739	1.2475	0.3323	0.3509	0.7244	0.3041	0.1138	0.476	0.4465	0.5378	0.1561	0.194	0.2742	0.3373	1.3135	0.3419	0.6352	0.4618	0.3426	0.276	0.1113	0.0942	0.0265	0.4017	0.6159	0.5393	0.3423	0.1774	0.2885	0.3732	0.6721	0.5625	0.133	0.2615	2.9043	0.1598	0.2807	0.3515	0.3819	0.707
LRRC66	5.5579	7.3592	7.1696	14.6943	6.6122	3.7867	6.0433	4.3657	4.5035	12.5727	7.0796	10.8339	4.4419	18.1893	11.5515	2.401	4.4684	8.0477	4.649	3.9639	14.3212	7.1572	10.3503	7.5939	7.5964	10.7581	9.4057	3.1695	0.832	6.4632	4.4704	7.9077	3.659	6.1048	7.177	6.0166	7.5033	7.6965	8.6805	2.6537	1.6424	1.1469	0.9347	3.429	1.8504	2.4051	2.4442	3.2421	0.3673	1.2786	0.7949	1.8111	5.5821	0.5721	0.9733	0.6922	1.5897	1.1401	2.85	2.5469	0.9546	4.1247	1.4954	1.1238	0.802	0.5912	1.067	2.5296	1.3383	1.952	0.5995	0.4074	0.8566	0.2162	1.0641	3.6075	2.999	3.0864
ITGA7	1.2632	2.3661	1.7519	9.0377	2.3588	21.6154	4.7481	8.7081	5.2565	3.7707	4.7787	3.1097	19.6301	2.6145	3.4813	4.4123	16.2788	1.9921	4.49	23.8127	2.769	4.4493	3.212	7.3546	2.9887	1.8601	1.6899	15.2556	52.4358	17.9267	13.7893	1.3684	10.1183	2.2464	4.5554	5.0447	2.5459	2.8599	1.661	3.7133	1.499	2.5663	2.1056	1.2928	1.0528	0.9238	0.9694	1.8128	1.3563	2.1551	4.5101	1.9596	5.2033	2.2825	2.9165	5.5193	1.5757	3.1462	0.8927	0.6642	0.7643	2.3803	2.9611	2.4723	1.4155	1.4016	0.6435	1.5552	4.0633	4.401	1.3949	2.3603	20.0544	1.8005	0.9477	0.8054	0.4854	3.3097
ALPK3	0.1729	0.1858	0.488	0.5864	0.3814	1.792	0.3944	0.6538	0.5564	0.2887	0.4447	0.2685	1.2829	0.1648	0.3523	0.3736	1.2024	0.0925	0.7833	2.3722	0.2052	0.3764	0.2059	0.7209	0.4685	0.193	0.1968	1.3526	4.2501	1.0478	0.6833	0.1093	1.0324	0.1315	0.4271	0.4651	0.3352	0.2368	0.2082	1.4166	0.3392	0.6777	1.2273	0.6229	10.9784	13.7169	10.0556	1.7699	1.4625	0.6775	0.5077	0.6091	0.9376	1.3981	2.9586	14.8094	0.1196	0.8329	0.1908	0.2329	0.109	0.3308	0.507	0.7837	0.4876	0.9236	6.5734	4.8799	2.7836	3.2487	2.7809	0.6194	2.5915	2.1007	0.2919	10.4796	0.2515	11.1014
ZFYVE28	3.3689	3.5193	2.7563	3.0091	4.5419	2.0268	3.2415	2.7243	2.5337	3.9835	3.2976	2.5641	1.7166	4.1004	2.8073	2.7609	2.226	3.5667	2.5545	1.8372	4.2879	4.7906	4.7501	4.1288	2.1263	3.1868	3.4062	2.782	0.7771	2.6047	2.8291	4.2642	1.7353	3.044	2.7739	3.9702	3.5497	4.2111	2.1045	1.1482	0.8087	1.1013	0.2363	1.144	1.7051	0.9731	1.0993	1.832	1.0222	1.9699	2.051	1.4705	0.706	0.8416	1.1099	1.3404	1.4136	1.2038	0.3994	2.0626	0.7167	2.6456	0.9772	2.2579	0.3693	0.7441	1.5523	2.3821	0.7043	2.8266	1.9632	1.6808	0.842	1.1442	0.7706	0.5207	0.6861	0.7363
KIF13B	10.3947	20.5794	19.8237	9.7458	16.6544	9.541	19.8633	16.6843	7.1401	20.2321	19.1624	17.052	8.4179	20.0069	15.8353	21.323	11.0946	13.8016	10.8014	17.7873	18.939	19.7738	19.4145	19.6596	5.7819	21.6448	22.215	15.4288	4.1674	10.8352	11.706	16.4292	4.5891	18.3102	18.7942	11.2713	17.858	19.9526	19.293	5.4644	4.5394	3.3726	2.7249	2.6777	4.6605	11.6031	4.0793	3.8825	5.0407	6.1105	5.8699	7.2784	3.2499	2.751	6.6881	5.8008	8.1352	11.6654	7.0226	11.0024	4.1941	31.4102	3.5944	7.9376	5.7732	6.758	2.89	10.3738	10.3263	5.0968	5.66	3.3525	7.1324	2.472	5.9351	2.8853	3.0909	12.6855
ATAD2	2.2698	3.1315	4.8086	1.2988	2.376	3.5628	2.2566	3.6529	2.1883	1.8	2.2917	2.184	2.2431	4.1938	1.9882	2.6126	2.4578	1.41	2.6531	1.8929	2.7207	2.2208	1.5322	1.362	2.4105	2.6325	2.4062	3.0803	0.8974	2.0333	2.8568	2.9637	2.7652	2.4046	1.3556	3.8461	2.8487	3.8849	3.2783	9.243	9.6476	9.5175	9.2104	11.3346	14.0239	8.1402	10.0266	11.9135	8.7986	4.099	0.7111	17.1659	5.7785	5.1168	8.9603	17.5744	9.7373	6.3365	9.7853	5.0034	6.5268	21.571	9.1935	5.887	9.0531	6.2207	3.7891	2.6621	15.2298	3.1146	0.3025	8.9572	6.1082	16.6665	7.2875	8.6205	11.509	4.7611
SLC4A11	0.1253	0.1013	0.2161	0.0719	0.1463	0.3049	0.107	0.1887	0.1952	0.1279	0.1067	0.0991	0.108	0.0638	0.1395	0.1117	0.0643	0.1599	0.1023	0.0989	0.1049	0.1746	0.1123	0.1984	0.089	0.0973	0.1455	0.0876	0.0661	0.0584	0.1548	0.096	0.084	0.1388	0.1138	0.1492	0.2373	0.1805	0.1338	0.2867	0.9037	1.7669	0.2962	4.6941	0.1222	0.2963	1.7813	0.4182	19.2966	4.8165	6.086	0.506	0.0465	2.8369	1.0531	1.9482	2.3611	14.0407	0.4944	1.5092	0.4143	2.5152	1.0802	7.8784	0.7226	4.7198	0.5394	1.0995	1.2656	4.5396	4.1204	0.3054	0.4358	0.65	1.7276	1.0664	0.3585	1.1276
ABCB11	0.343	5.5026	0.3953	0.0085	1.2193	0.1482	3.6025	0.3521	0.1624	8.3345	1.4259	1.9567	0.6184	0.5634	0.6471	5.0345	2.1575	5.4476	0.2792	0.7782	1.4324	0.5332	0.7142	0.7849	0.5911	2.7941	1.9281	0.2973	0.1652	0.7557	1.2187	0.6289	0.0537	6.6272	3.095	0.3289	0.7056	0.5571	0.9943	0	0.0464	0	0.0029	0.0445	0.0394	0.0023	0.0252	0.0195	0.0063	0.2084	0.0104	0.0503	0.0347	0.0093	0.0073	0	0.0076	0.0747	0.0033	0.0282	0.0174	0.2293	0.0268	0.0433	0.0062	0.0174	0	0.0244	0.0235	0.0213	0	0	0.0105	0.015	0	0.0115	0.0372	0.0187
VARS1	9.0404	12.4652	15.077	8.4867	11.7447	14.8246	11.7762	17.0104	9.6027	10.0217	14.2696	13.8464	11.4807	15.8508	10.364	19.8444	14.8957	11.1398	11.001	12.9744	16.734	15.4485	8.2069	13.375	10.9417	14.3554	15.1138	18.0621	7.7753	9.5845	17.1925	15.911	8.5103	12.4555	11.5383	22.9531	16.9472	19.8372	13.6059	16.8464	44.0084	54.3105	27.4752	39.4579	46.1671	31.2069	19.6594	23.7154	41.341	28.9556	49.9502	27.5603	34.8186	26.4943	25.551	35.1081	23.222	27.7224	24.8416	39.713	45.316	31.68	39.5417	38.2667	27.8838	42.2934	38.1583	22.3967	25.9439	51.6735	52.2076	23.6812	14.2619	49.2694	38.4125	25.5258	20.431	31.1318
CEP250	1.1163	1.9995	2.7035	1.1082	2.0628	2.2956	2.2725	2.3483	1.239	1.3595	1.6952	1.3511	1.4932	1.7672	1.4518	2.6417	1.8988	1.3279	1.5126	2.3486	2.229	2.5819	1.4663	1.6983	0.6472	1.8234	1.9122	2.3184	1.8928	1.5113	2.0007	2.0285	0.6533	2.1317	1.657	1.4481	2.3908	3.5185	1.9312	4.1833	6.1279	10.9232	5.4216	1.4198	3.128	3.4976	1.5015	2.0482	2.8457	1.2637	2.1054	4.0637	2.716	3.4627	6.9488	11.4008	1.9534	1.0867	1.7512	5.7785	7.6247	2.5795	4.7397	7.5115	4.1095	3.4903	2.2201	4.2392	9.0195	3.4272	2.6964	4.3062	3.4572	7.2562	2.2135	1.8409	3.2217	7.4852
ITGA8	1.4417	2.5358	2.0646	1.6015	2.9156	1.514	3.2087	4.6651	1.3657	1.8591	2.0276	2.3124	1.8376	1.9748	4.3096	3.6217	2.5776	1.792	1.7319	1.932	3.1339	1.9356	1.1568	2.273	2.1429	2.5022	2.8309	1.8023	1.2666	1.355	2.8706	3.4476	1.0509	2.1358	2.1933	1.8625	2.4706	1.754	2.8974	1.7062	0.9287	0.8576	0.6418	0.46	0.0874	1.1596	0.6253	0.5312	0.5409	0.5811	0.3832	0.2679	0.4696	0.5395	0.987	0.5109	1.1975	0.3673	0.2709	0.1855	0.1283	0.9641	1.0181	0.2397	0.1692	0.0977	0.3486	0.6937	1.1276	0.3762	0.3353	0.2102	1.899	0.3138	0.2307	1.2706	0.8931	0.9734
TICRR	0.3502	0.817	0.7573	0.2565	0.5113	0.9006	0.5007	1.0282	0.3149	0.2954	0.4893	0.6	0.3751	1.2387	0.3478	0.481	0.5349	0.3179	0.3249	0.4209	0.7885	0.6952	0.3274	0.3587	0.4048	0.558	0.4595	0.8007	0.1749	0.4139	0.8476	0.6143	0.357	0.4097	0.2604	0.7873	0.7416	0.9698	0.8179	1.2539	1.8437	2.6914	2.0391	2.3847	2.9548	2.5357	1.2383	1.5173	3.0031	1.3686	0.5809	3.3739	1.5199	1.8603	2.222	2.1272	0.8646	1.5463	1.3987	1.7751	2.9023	2.5134	2.6813	2.3954	3.5333	1.8753	0.8371	0.542	3.0329	0.8743	0.4011	1.5259	0.8659	5.429	1.4304	1.4578	1.724	1.7334
PTK2B	13.0748	19.8609	22.4132	26.5102	19.2392	10.7266	17.4759	11.6671	10.4507	19.4122	17.8979	16.0133	10.9206	17.8506	16.5138	14.3987	13.5191	15.7942	11.705	12.8956	20.6318	18.9766	21.2105	20.4263	11.4672	20.2493	19.853	13.7407	5.3638	13.4764	14.6765	21.2217	8.0635	21.7099	15.9894	18.0422	20.4616	18.8546	16.4954	6.0479	7.3947	3.2337	2.9912	3.0165	10.0558	6.4245	4.3551	7.1904	5.2239	6.7189	10.9604	11.5978	2.8825	4.5313	8.0082	8.8485	8.0522	7.0433	3.066	11.216	3.2495	15.8023	5.6966	9.9232	6.4106	6.4325	3.2039	15.6841	15.9679	4.8844	7.6902	4.1015	6.4754	1.9365	7.851	4.0851	5.5082	6.4985
CPED1	2.5241	2.1537	1.9493	4.7245	2.8222	9.3922	3.7498	2.75	7.9637	2.1046	3.9876	2.3391	14.7157	1.6101	2.7504	3.0145	7.7688	1.4518	6.0682	15.8835	2.075	2.4717	1.3874	3.7613	4.7019	2.0501	1.7328	5.9639	22.3328	9.7727	4.597	1.4059	14.5635	1.8261	3.1479	2.8596	2.2323	2.3533	2.0812	3.0901	0.8043	0.8811	1.7654	1.0823	0.0895	2.0173	1.3246	1.7337	0.9861	0.7427	0.8136	0.771	1.3597	0.6905	2.195	1.1249	0.9356	0.9812	0.1456	0.2404	0.1281	0.8864	1.2521	0.2746	0.6729	0.0582	0.6425	1.7563	1.3711	1.1235	0.1997	0.6699	8.1084	0.148	0.4324	0.9627	0.7314	2.6418
MCM4	9.3697	12.3801	18.0963	5.3368	8.8614	9.4291	8.3746	11.3709	9.2721	6.5641	7.6239	9.8302	6.8364	14.0149	7.289	13.1895	10.1339	7.1133	8.6547	8.2713	10.282	10.2446	5.6971	7.0434	12.3468	11.4168	9.8003	10.7145	3.8785	8.1328	9.2002	9.5006	10.1925	7.8311	5.8942	14.7692	10.9263	15.2063	12.1991	17.7495	24.6795	21.6234	20.48	45.4646	43.5649	25.9767	17.9325	25.3259	42.5018	20.3251	9.1482	27.268	17.0013	18.6803	22.6948	27.9143	33.993	20.6984	28.2645	11.7547	86.5354	44.8395	38.0182	35.6145	19.1227	33.8369	20.3006	8.3002	31.3726	9.3726	10.5825	33.1507	11.7102	48.9036	30.4153	22.5726	34.6626	15.0459
CLCA4	365.0736	503.8069	130.7603	3.4722	297.6543	68.0507	395.5764	319.8401	80.093	948.7331	243.6432	32.5868	346.041	388.1624	283.3534	20.5223	231.6686	279.9997	46.7302	206.2585	238.4535	162.9945	806.591	436.8569	125.0342	703.2742	444.0384	211.5196	42.2503	388.7499	94.5784	665.182	213.4811	257.2337	229.3862	488.2998	108.7639	567.0907	409.1616	0.2343	23.2969	0.0893	0.1088	11.4441	0.0696	0.0209	6.9077	0.0801	5.6014	25.5094	9.9505	18.387	6.2296	2.8506	0.114	0.9658	0.7375	3.3987	0.0074	0.52	0.1817	49.8985	0.1078	0.2848	0.0138	0.3631	1.3195	3.2054	0.063	0.9778	2.4479	0.0213	1.248	1.1308	0.6162	0.5011	45.7815	0.0209
POLR1A	1.7058	4.0498	5.5525	1.5965	3.562	5.0032	4.0913	5.5667	2.4999	2.7375	3.3652	4.0462	2.8496	3.8537	3.4763	5.0582	4.2096	2.2997	3.6019	5.8048	4.3519	4.0079	2.1142	3.2443	2.4425	4.1699	4.273	6.1893	4.0205	2.7424	4.2657	3.1455	2.2569	3.3551	3.8688	4.1917	4.0671	3.9505	4.7104	5.4516	8.0212	9.2321	11.4183	6.3087	10.561	8.205	3.9764	6.0657	8.6813	4.2441	5.8745	9.9098	12.5155	6.4411	8.6475	10.6501	5.0685	5.4268	8.6573	8.6023	4.8274	8.6823	9.7299	8.9616	11.2344	8.485	5.2847	3.4222	10.4085	7.0964	2.7689	5.9792	5.505	9.987	6.2446	5.1203	5.6287	11.7837
ROR1	0.6219	0.765	1.7816	0.5815	0.9296	2.7178	1.0505	1.216	1.0395	0.6538	1.0289	0.568	2.6208	0.5736	0.7429	1.3961	1.3067	0.3403	1.9317	3.1176	0.5729	0.9182	0.3913	1.0314	0.6418	0.6831	0.5045	2.3186	4.6489	2.2647	1.4835	0.4064	2.0274	0.5889	0.7801	1.3126	0.5559	1.1091	0.6333	0.8812	0.1839	0.1832	0.2855	0.1329	0.9232	0.6624	0.1522	0.2389	0.2328	0.5635	0.3458	0.228	0.7308	0.3186	0.3147	0.2816	0.1478	1.7148	0.0832	0.3637	0.02	0.2051	0.2949	0.2393	2.7476	0.2262	0.2064	0.1259	0.4094	0.208	0.1141	0.1935	2.3726	0.0276	1.6777	0.2966	0.1451	0.3463
NLGN3	0.4954	0.5694	0.6648	0.5306	0.4915	1.7616	0.6458	0.7877	0.6554	0.4701	0.4909	0.564	1.361	0.1816	0.3653	0.8833	1.3596	0.2208	0.8274	1.3733	0.6049	0.6674	0.3946	0.6232	0.3086	0.4306	0.3994	0.7909	2.1882	1.2222	1.2443	0.3652	0.9763	0.5575	0.5879	0.3519	0.5174	0.6111	0.4066	0.4569	0.1867	0.1997	0.3854	0.1029	0.1956	0.2924	0.1823	0.5072	0.0854	0.2978	0.4801	0.209	0.1672	0.2673	0.6027	0.1822	0.0875	0.1318	0.3744	0.1085	0.2122	0.2927	0.1701	0.8447	0.3509	0.279	0.1938	0.2465	0.6687	0.4207	0.1149	0.1509	0.9665	0.1911	0.1088	0.1437	0.0573	0.6588
PCSK5	3.3873	7.5073	4.9903	15.1923	6.3371	3.0509	7.0146	10.093	2.2606	7.671	5.9104	7.7731	4.3637	6.5395	7.7389	7.2133	3.7908	5.2688	3.1427	4.6376	6.3332	6.8654	6.3438	5.409	3.3585	6.9961	6.1617	5.5453	1.8609	4.8146	6.569	5.6475	1.8094	5.1268	6.6788	4.2733	6.6397	5.2334	6.9433	1.1218	0.8606	0.369	0.4794	0.6542	0.5082	1.078	0.6716	0.5039	0.4653	1.6721	1.2194	0.6997	0.6124	0.765	0.8025	0.9657	0.4205	2.9908	0.4611	0.0936	0.4124	1.5453	0.9563	0.584	1.5268	0.2178	0.4532	0.4511	1.9537	0.6347	0.46	0.53	1.9509	0.2713	0.4899	0.8034	0.8554	1.1527
KCNQ1	18.9379	20.1672	23.1778	14.4823	14.6288	12.5424	18.9439	19.2154	19.7124	9.6	16.5811	15.2178	10.7284	13.5223	11.2168	15.7923	13.7304	18.8171	24.8703	10.1674	19.3513	19.5329	7.6386	24.4322	15.8735	19.8269	20.1061	17.481	2.4057	8.8105	17.8745	16.246	11.3917	15.5151	17.1565	13.3949	19.7624	19.5543	18.1437	18.9397	47.7868	15.5806	17.7839	17.321	64.4339	37.03	21.9449	36.2028	57.6397	27.1706	25.8546	44.7463	29.6543	5.5172	44.1497	42.6396	31.0777	27.7764	29.9472	76.1309	53.9496	7.6804	44.8034	25.4156	18.0405	46.3925	42.5553	60.5043	35.0623	40.0716	55.1526	62.5926	9.1975	26.5987	88.5238	28.2661	23.8455	17.2391
LZTS1	0.1423	0.1753	0.6103	0.2149	0.3749	0.6097	0.1911	0.597	0.3251	0.1628	0.342	0.213	0.4966	0.1379	0.2036	0.451	0.5016	0.1172	0.1743	0.5327	0.5755	0.2083	0.2332	0.2416	0.207	0.2051	0.3271	0.3729	0.8124	0.3008	0.6108	0.2008	0.5084	0.2496	0.262	0.4482	0.3433	0.3877	0.2087	3.8777	0.7353	1.208	0.746	0.8672	0.7174	0.8686	0.4694	1.6442	0.8395	0.8819	1.2781	1.4676	1.557	2.6894	1.1874	2.3858	0.3789	1.5399	0.5703	0.2094	0.2352	0.6707	1.0926	1.7022	1.7327	0.2507	0.9527	0.4944	2.0619	1.3183	0.1613	1.9646	4.5188	1.0084	0.7254	0.8693	0.3618	1.1941
ADAM12	0.0793	0.065	0.4363	0.0431	0.0814	0.6401	0.0787	0.3752	0.0757	0.1222	0.0748	0.0937	0.0546	0.0598	0.0742	0.0816	0.2001	0.0656	0.1233	0.1299	0.1148	0.1808	0.1445	0.0661	0.0474	0.1506	0.1294	0.3789	0.0735	0.1024	0.185	0.1805	0.0473	0.2554	0.0665	0.288	0.1802	0.0809	0.0622	8.6759	0.7983	2.0473	1.351	2.1049	0.6763	0.3491	0.7852	4.9788	1.0708	2.336	1.4711	3.1943	1.7816	5.8103	1.4408	6.5819	0.2608	2.576	1.0106	0.1928	0.1225	1.5212	2.2611	1.6482	2.5829	0.3672	0.6469	0.7677	10.0635	2.6555	0.4045	3.7358	14.3323	0.8707	1.6792	0.7681	0.4711	0.5231
E2F7	0.2772	0.6358	0.72	0.1689	0.3091	0.5925	0.2908	0.6877	0.3293	0.2514	0.3786	0.3945	0.268	0.7909	0.2326	0.4091	0.3313	0.2332	0.2722	0.2715	0.396	0.356	0.1891	0.1629	0.5589	0.3672	0.2967	0.3796	0.0524	0.2287	0.496	0.5232	0.4323	0.2216	0.1823	0.605	0.4236	0.5996	0.593	1.1039	2.218	2.1718	2.121	1.8134	1.4818	1.7646	0.9211	1.3597	0.9946	2.0863	0.4204	1.5779	2.136	1.0627	1.7375	1.4281	0.6642	1.0914	1.6729	0.7598	0.8959	2.878	1.4208	1.9756	2.5941	0.7461	0.4409	0.3587	2.7506	0.8102	0.1707	1.316	1.2223	1.7261	1.948	1.3798	1.0118	1.2509
EEF1A2	0.3427	0.5018	0.5518	1.3349	0.272	2.1883	0.7084	0.8747	0.8485	0.8532	0.8532	0.4859	3.1811	0.4605	0.5975	0.9554	1.664	0.2906	0.7497	1.8739	1.084	0.3883	0.7622	1.027	0.5009	0.6465	0.2723	1.4305	4.2246	2.437	2.8131	0.2981	2.3346	0.9225	0.8953	1.3478	0.5097	0.7666	0.4246	0.2119	0.0607	0.0638	0.16	0.1424	0.0066	0.0299	0.0807	0.1611	0.0709	0.3655	1.4779	0.1566	0.1619	0.0739	0.1125	0.2504	0.0303	0.1194	0.0527	2.6225	0.0371	0.2856	0.2438	0.1601	0.0691	0	0.0345	0.341	0.15	0.8602	0.4133	0.0835	0.3287	0.0529	0.0226	0.6883	0.1545	0.1839
